Record_ID,Supply_Date,Zone,Distribution_Station,Water_Source,Supply_Volume_Liters,Consumption_Liters,Water_Loss_Liters,Pressure_PSI,Pipeline_ID,Leakage_Events,Water_Quality,PH_Value,Turbidity_NTU,Consumer_Count,Maintenance_Cost,System_Status
5041,2026-02-19,North,DS5,Groundwater,58062.79,46635.52,11427.27,35.6,P369,3,Excellent,7.54,9.75,1072,50335.24,Normal
5042,2026-03-19,West,DS28,River,77463.28,62639.36,14823.92,27.6,P624,1,Poor,6.76,7.69,2871,93312.32,Normal
5043,2026-05-23,East,DS7,Groundwater,138319.01,132367.44,5951.57,51.7,P318,4,Moderate,8.34,0.8,3148,74114.07,Leakage
5044,2026-06-04,East,DS21,Groundwater,25517.64,22626.11,2891.53,51.0,P836,5,Moderate,7.52,0.93,663,12025.25,Leakage
5045,2026-05-21,South,DS5,TreatmentPlant,52164.35,48792.2,3372.15,79.9,P245,3,Moderate,8.48,0.74,3793,66880.46,Normal
5046,2026-05-04,North,DS10,TreatmentPlant,101878.91,90600.52,11278.39,58.7,P347,0,Moderate,7.21,5.83,503,82830.77,Normal
5047,2026-06-15,Central,DS26,Reservoir,63684.69,45354.93,18329.76,63.0,P848,5,Poor,7.44,5.58,946,57281.64,Normal
5048,2026-01-25,West,DS27,Reservoir,58247.05,47999.47,10247.58,73.5,P564,5,Poor,7.95,9.73,1461,7421.43,Leakage
5049,2026-01-31,Central,DS7,TreatmentPlant,25298.06,24184.41,1113.65,23.3,P303,0,Excellent,6.6,3.07,3756,57038.98,Normal
5050,2026-01-29,North,DS9,River,199219.82,130483.63,68736.19,23.5,P731,1,Excellent,8.31,9.85,1584,65171.69,Normal
5051,2026-01-29,North,DS9,Reservoir,196664.51,192524.3,4140.21,70.0,P456,0,Excellent,7.94,7.52,2361,90359.79,Normal
5052,2026-02-23,North,DS8,TreatmentPlant,186037.76,130105.2,55932.56,74.0,P563,4,Moderate,8.4,8.66,4260,99901.85,Normal
5053,2026-03-30,Central,DS20,TreatmentPlant,41920.49,40446.4,1474.09,73.7,P830,5,Poor,7.82,0.36,3064,64638.23,Normal
5054,2026-05-12,South,DS19,Reservoir,149294.62,105707.06,43587.56,36.7,P882,0,Moderate,7.35,7.65,681,72949.02,Normal
5055,2026-04-02,South,DS23,Reservoir,107479.72,70934.5,36545.22,74.3,P952,5,Good,7.41,7.28,3730,42838.71,Normal
5056,2026-03-25,South,DS10,River,34537.78,33611.46,926.32,22.5,P661,0,Excellent,8.27,1.53,1221,78236.9,Normal
5057,2026-05-05,East,DS26,Reservoir,130110.89,105574.82,24536.07,22.1,P521,5,Excellent,8.13,5.3,3329,6224.13,Normal
5058,2026-04-21,West,DS12,Reservoir,25499.28,24781.72,717.56,72.7,P958,3,Good,6.76,0.73,1186,91521.45,Critical
5059,2026-01-01,Central,DS6,River,29251.37,27639.92,1611.45,77.7,P519,3,Poor,8.09,0.32,4869,77673.65,Critical
5060,2026-02-18,North,DS12,TreatmentPlant,175932.33,116735.13,59197.2,23.6,P373,5,Moderate,7.09,5.42,3022,38396.53,Normal
5061,2026-06-14,North,DS26,Groundwater,108646.0,87508.53,21137.47,54.4,P235,3,Good,6.5,2.93,3843,73263.96,Normal
5062,2026-06-26,East,DS28,Reservoir,129469.95,114598.65,14871.3,29.3,P302,2,Poor,7.58,1.0,894,70460.73,Normal
5063,2026-06-24,Central,DS30,Reservoir,171934.97,115111.17,56823.8,75.4,P144,1,Good,7.46,8.22,661,75774.8,Leakage
5064,2026-03-21,East,DS24,Groundwater,61753.19,54770.15,6983.04,64.5,P886,4,Excellent,7.42,5.21,1894,99239.79,Normal
5065,2026-04-17,East,DS8,Reservoir,70771.85,53386.31,17385.54,66.9,P188,4,Moderate,6.97,5.74,1874,50131.4,Normal
5066,2026-05-27,Central,DS8,River,79867.31,54781.77,25085.54,26.2,P378,0,Good,8.0,1.7,2954,23492.93,Normal
5067,2026-02-15,West,DS29,River,152157.42,123417.43,28739.99,34.2,P283,5,Moderate,7.2,8.05,1053,86533.83,Normal
5068,2026-05-25,East,DS16,River,147848.14,118067.95,29780.19,59.4,P954,2,Excellent,6.64,0.53,2462,74040.98,Normal
5069,2026-01-31,West,DS23,TreatmentPlant,136096.2,116382.28,19713.92,54.8,P797,2,Moderate,7.14,0.19,4183,25114.01,Normal
5070,2026-02-18,North,DS27,Groundwater,150956.68,121025.44,29931.24,41.4,P997,3,Moderate,8.27,7.91,4037,41143.28,Normal
5071,2026-06-13,South,DS22,Reservoir,80121.41,66260.77,13860.64,45.9,P659,5,Moderate,7.61,0.46,2777,28096.6,Normal
5072,2026-02-18,Central,DS13,River,178380.5,166193.69,12186.81,36.5,P686,2,Moderate,7.71,8.05,632,52116.45,Maintenance
5073,2026-03-22,East,DS4,Groundwater,124071.42,114439.47,9631.95,78.2,P234,3,Excellent,7.25,0.15,2285,92031.34,Normal
5074,2026-03-17,Central,DS5,River,41995.18,29211.3,12783.88,40.2,P222,1,Excellent,7.9,3.22,1551,37008.77,Normal
5075,2026-05-13,East,DS14,TreatmentPlant,110573.22,99743.48,10829.74,40.2,P747,1,Poor,6.72,3.18,2034,86138.94,Normal
5076,2026-04-17,North,DS21,River,39131.04,37099.98,2031.06,71.1,P810,5,Good,6.6,6.36,4236,44668.28,Normal
5077,2026-06-23,West,DS18,Reservoir,167332.33,118247.73,49084.6,74.8,P191,0,Good,7.4,8.11,4268,38233.34,Normal
5078,2026-03-27,North,DS10,River,167669.35,127758.03,39911.32,29.2,P788,1,Good,7.97,6.38,3047,26192.64,Normal
5079,2026-05-13,East,DS28,TreatmentPlant,47785.9,44796.85,2989.05,32.0,P780,0,Moderate,8.25,5.75,531,18580.58,Maintenance
5080,2026-04-13,South,DS22,Groundwater,41336.36,33128.37,8207.99,25.1,P664,3,Good,7.28,1.36,4989,68842.86,Normal
5081,2026-02-24,East,DS5,TreatmentPlant,95042.73,65457.92,29584.81,80.0,P220,0,Excellent,7.13,2.99,851,85685.31,Normal
5082,2026-01-05,East,DS28,River,106261.29,100383.81,5877.48,27.2,P673,1,Excellent,7.33,6.58,2328,98441.55,Leakage
5083,2026-03-10,Central,DS22,River,123001.02,91703.25,31297.77,34.1,P497,0,Excellent,7.63,5.93,4864,29440.74,Critical
5084,2026-05-10,West,DS19,Reservoir,79848.41,53380.33,26468.08,55.1,P666,3,Poor,7.94,2.88,1629,15991.82,Normal
5085,2026-04-26,West,DS11,Reservoir,185016.27,170710.71,14305.56,54.4,P186,3,Good,7.03,5.31,4934,25926.56,Normal
5086,2026-02-13,Central,DS5,Groundwater,109877.83,107007.3,2870.53,44.4,P967,2,Poor,7.3,7.45,3445,24566.39,Normal
5087,2026-02-18,North,DS13,Groundwater,80624.62,53289.28,27335.34,67.7,P155,3,Good,8.34,2.79,3238,48132.55,Normal
5088,2026-05-26,Central,DS17,Groundwater,109068.41,83629.39,25439.02,35.1,P791,4,Good,7.05,6.54,4571,86849.67,Leakage
5089,2026-06-07,Central,DS30,River,112818.45,96619.73,16198.72,39.1,P699,3,Poor,6.86,6.08,2747,82802.04,Normal
5090,2026-04-14,South,DS8,TreatmentPlant,131129.68,104081.12,27048.56,79.9,P611,1,Excellent,6.93,2.24,2868,38313.16,Normal
5091,2026-04-13,South,DS19,River,24299.83,23177.83,1122.0,72.1,P907,0,Excellent,7.5,9.18,3121,60199.83,Normal
5092,2026-03-11,South,DS4,TreatmentPlant,122438.08,94203.35,28234.73,60.6,P281,0,Good,7.17,0.53,2958,47137.31,Leakage
5093,2026-06-01,East,DS17,Reservoir,142812.82,132662.86,10149.96,20.1,P646,3,Excellent,7.74,1.52,4194,5134.11,Normal
5094,2026-04-23,East,DS11,River,107739.68,90529.09,17210.59,27.5,P996,1,Good,6.73,1.35,2130,4360.28,Normal
5095,2026-01-19,Central,DS10,Groundwater,50454.76,40681.44,9773.32,69.6,P887,4,Good,7.94,6.61,3844,58313.36,Maintenance
5096,2026-01-10,South,DS30,River,137652.04,100752.28,36899.76,74.4,P549,4,Excellent,7.82,6.42,1641,57635.38,Maintenance
5097,2026-06-25,South,DS23,River,155143.26,134625.77,20517.49,51.2,P121,1,Excellent,6.51,1.46,538,92276.41,Normal
5098,2026-02-22,Central,DS6,Reservoir,62433.19,49003.24,13429.95,23.3,P918,1,Poor,7.19,8.31,4299,23853.19,Normal
5099,2026-04-23,Central,DS30,River,79310.47,59611.72,19698.75,26.6,P521,1,Good,7.33,8.27,1647,84357.94,Maintenance
5100,2026-02-22,South,DS30,TreatmentPlant,180577.94,150633.22,29944.72,27.5,P193,5,Good,7.77,9.21,2521,25998.06,Normal
5101,2026-05-20,Central,DS18,Reservoir,104619.69,87280.79,17338.9,52.2,P191,5,Good,7.54,8.54,4428,85951.95,Normal
5102,2026-06-26,West,DS20,TreatmentPlant,147764.55,140981.85,6782.7,63.8,P895,1,Poor,7.18,7.06,2870,45068.54,Normal
5103,2026-05-22,East,DS17,Reservoir,21792.56,18011.78,3780.78,74.4,P925,0,Poor,7.21,1.22,856,13410.42,Normal
5104,2026-03-02,North,DS10,Groundwater,125881.78,94333.68,31548.1,60.3,P885,5,Good,7.26,8.74,4642,25621.38,Normal
5105,2026-02-12,South,DS25,TreatmentPlant,122233.14,79656.94,42576.2,40.8,P709,5,Good,7.25,0.74,1636,63560.14,Leakage
5106,2026-03-06,East,DS22,TreatmentPlant,191978.06,150476.44,41501.62,20.1,P391,5,Moderate,8.17,7.73,1618,96236.44,Leakage
5107,2026-05-14,East,DS24,TreatmentPlant,38421.47,25300.17,13121.3,60.7,P469,2,Poor,8.4,9.89,2578,94663.59,Critical
5108,2026-03-25,East,DS22,TreatmentPlant,47529.43,42888.17,4641.26,42.8,P122,3,Good,7.95,5.33,2038,22046.81,Leakage
5109,2026-01-12,South,DS7,Reservoir,101461.37,70983.32,30478.05,36.5,P700,4,Moderate,6.89,8.87,1901,3871.17,Normal
5110,2026-02-19,West,DS20,Reservoir,153675.3,136107.43,17567.87,26.1,P241,0,Excellent,7.27,4.62,4679,55509.84,Critical
5111,2026-04-13,Central,DS25,TreatmentPlant,147422.61,137458.49,9964.12,77.5,P870,2,Excellent,7.75,7.0,1544,66820.59,Normal
5112,2026-01-21,South,DS6,Groundwater,11938.34,9787.42,2150.92,26.7,P556,3,Excellent,6.99,5.65,1244,67179.68,Normal
5113,2026-02-04,North,DS14,River,115669.12,83527.51,32141.61,21.5,P695,5,Good,6.88,7.77,1552,59542.41,Maintenance
5114,2026-04-14,North,DS21,Groundwater,161270.78,131639.21,29631.57,76.3,P547,1,Poor,7.81,1.32,918,37725.93,Normal
5115,2026-02-17,East,DS16,Groundwater,47353.18,41330.61,6022.57,62.4,P483,4,Good,8.49,5.34,3055,40008.38,Normal
5116,2026-01-08,West,DS18,Reservoir,144167.67,111274.32,32893.35,40.7,P953,1,Poor,7.45,0.22,2347,61561.26,Normal
5117,2026-01-19,Central,DS26,Reservoir,136698.65,117108.24,19590.41,26.4,P803,0,Excellent,7.39,3.46,922,59289.43,Normal
5118,2026-01-16,South,DS23,Reservoir,162313.54,154149.15,8164.39,78.6,P484,4,Good,6.61,0.39,2011,73833.62,Maintenance
5119,2026-06-29,East,DS10,Reservoir,86393.0,69164.15,17228.85,30.5,P175,1,Moderate,8.19,7.76,4204,72273.31,Normal
5120,2026-04-10,Central,DS24,Reservoir,116025.56,107490.57,8534.99,55.1,P910,1,Excellent,7.51,2.83,1129,28357.03,Maintenance
5121,2026-06-08,East,DS11,River,45973.16,43771.44,2201.72,36.4,P841,4,Moderate,6.97,3.19,1155,35218.67,Critical
5122,2026-03-02,North,DS27,Reservoir,78575.05,57433.96,21141.09,33.8,P482,0,Poor,6.96,8.09,4870,42288.03,Normal
5123,2026-06-22,Central,DS18,River,169820.54,151019.22,18801.32,56.2,P978,5,Poor,7.56,7.59,1224,36930.83,Normal
5124,2026-03-05,Central,DS16,Groundwater,122027.57,110359.32,11668.25,25.1,P835,5,Poor,7.17,1.03,2479,61458.58,Leakage
5125,2026-05-29,Central,DS10,TreatmentPlant,117204.76,113398.75,3806.01,39.8,P542,3,Moderate,6.91,5.88,2908,45873.98,Normal
5126,2026-04-14,North,DS11,River,113870.33,74027.99,39842.34,67.0,P523,4,Excellent,6.85,4.92,2327,77691.32,Critical
5127,2026-02-25,South,DS5,TreatmentPlant,94762.98,63635.45,31127.53,55.4,P723,4,Moderate,7.36,3.99,3360,17010.22,Normal
5128,2026-02-16,North,DS15,TreatmentPlant,23940.93,17249.08,6691.85,42.1,P690,5,Poor,7.24,4.25,1623,63512.13,Normal
5129,2026-02-24,East,DS28,TreatmentPlant,40023.45,37359.75,2663.7,56.6,P642,5,Moderate,7.41,6.15,4043,52176.34,Normal
5130,2026-03-19,North,DS23,River,72858.61,66890.9,5967.71,30.2,P128,4,Excellent,7.25,0.63,3044,21525.26,Normal
5131,2026-05-06,East,DS11,River,82936.58,56119.2,26817.38,51.8,P700,3,Good,6.88,3.74,2171,96723.39,Normal
5132,2026-04-10,East,DS17,Reservoir,77868.71,75107.27,2761.44,76.9,P443,5,Moderate,8.09,4.33,1421,74521.89,Normal
5133,2026-01-31,South,DS27,TreatmentPlant,26527.12,17823.9,8703.22,41.3,P175,3,Moderate,7.63,7.26,513,75084.25,Leakage
5134,2026-05-14,West,DS13,Reservoir,172226.36,142750.44,29475.92,63.0,P366,2,Moderate,6.54,9.58,1464,67827.34,Normal
5135,2026-03-01,West,DS22,Reservoir,10449.32,9717.75,731.57,74.5,P213,4,Excellent,8.5,2.8,2957,17921.09,Maintenance
5136,2026-06-21,East,DS26,Reservoir,40923.02,36776.02,4147.0,65.8,P761,0,Good,7.37,5.33,1112,46573.73,Maintenance
5137,2026-06-05,North,DS23,TreatmentPlant,178478.59,118682.76,59795.83,59.2,P621,0,Good,8.38,0.42,4642,68572.22,Normal
5138,2026-01-05,North,DS23,River,185498.43,172692.44,12805.99,22.1,P895,4,Poor,7.89,0.45,4902,28472.32,Leakage
5139,2026-01-18,South,DS20,Reservoir,181288.24,149545.36,31742.88,50.2,P254,2,Excellent,7.49,4.8,1268,89328.57,Critical
5140,2026-02-21,South,DS3,Groundwater,86958.26,76123.68,10834.58,39.7,P501,2,Moderate,6.8,8.07,3987,4426.58,Normal
5141,2026-04-13,East,DS26,River,197098.68,187633.64,9465.04,69.2,P238,4,Excellent,6.57,8.48,4908,62966.62,Normal
5142,2026-03-23,West,DS15,Groundwater,184943.85,163665.56,21278.29,56.4,P241,5,Poor,7.12,5.14,2709,4199.22,Normal
5143,2026-02-16,North,DS30,River,163706.25,154217.86,9488.39,37.4,P270,5,Moderate,7.09,7.94,1934,94686.18,Normal
5144,2026-06-17,South,DS9,Reservoir,94113.44,70808.45,23304.99,55.9,P517,2,Good,7.17,3.78,3882,29205.84,Leakage
5145,2026-06-01,North,DS25,Groundwater,115286.99,102782.15,12504.84,43.3,P138,5,Good,8.48,2.2,1168,11846.77,Normal
5146,2026-04-23,West,DS7,River,103578.49,93725.31,9853.18,51.5,P466,5,Good,7.14,9.47,544,14907.93,Maintenance
5147,2026-02-09,North,DS1,TreatmentPlant,196461.28,160139.65,36321.63,49.1,P807,3,Good,6.83,1.93,2797,60491.86,Critical
5148,2026-04-16,East,DS23,Groundwater,164272.7,126424.64,37848.06,20.6,P686,0,Excellent,7.36,9.33,2753,42685.75,Normal
5149,2026-02-20,South,DS23,Reservoir,14047.0,12137.42,1909.58,67.8,P663,1,Good,7.25,8.67,594,77288.07,Normal
5150,2026-01-18,North,DS1,Groundwater,64928.3,48196.2,16732.1,23.6,P173,2,Good,6.72,6.54,4625,89399.86,Maintenance
5151,2026-02-05,Central,DS9,TreatmentPlant,33738.02,27881.64,5856.38,48.6,P686,0,Good,7.04,1.63,3558,19273.66,Maintenance
5152,2026-06-13,East,DS6,River,161706.52,147375.53,14330.99,75.3,P239,1,Poor,6.59,7.0,1765,84157.36,Normal
5153,2026-03-02,East,DS23,River,199826.85,183108.12,16718.73,54.3,P286,5,Good,6.71,0.48,4898,2538.68,Normal
5154,2026-06-26,Central,DS26,River,109048.41,103252.78,5795.63,50.1,P872,5,Moderate,7.28,3.81,3996,13069.01,Normal
5155,2026-03-07,South,DS22,Groundwater,196565.72,190437.2,6128.52,72.8,P157,5,Moderate,6.65,5.42,1023,93851.18,Normal
5156,2026-02-12,South,DS4,TreatmentPlant,140719.12,112432.49,28286.63,78.8,P253,5,Moderate,6.57,8.47,2061,16211.96,Normal
5157,2026-05-30,East,DS25,TreatmentPlant,126705.13,120412.08,6293.05,45.5,P370,4,Moderate,8.36,1.45,4960,83687.79,Maintenance
5158,2026-02-27,South,DS4,Reservoir,135662.38,96382.69,39279.69,74.4,P230,0,Good,7.15,0.63,2820,31429.48,Normal
5159,2026-01-28,North,DS17,Reservoir,134121.48,114787.92,19333.56,22.7,P637,1,Excellent,8.32,6.62,558,10751.49,Normal
5160,2026-02-23,East,DS21,TreatmentPlant,132934.88,117736.09,15198.79,54.6,P179,4,Poor,8.22,1.62,567,5450.88,Normal
5161,2026-03-31,East,DS30,Reservoir,159775.94,108076.41,51699.53,35.1,P329,3,Poor,7.97,7.26,585,67264.93,Normal
5162,2026-03-29,Central,DS11,Groundwater,110044.28,100525.32,9518.96,38.4,P879,1,Moderate,7.67,0.36,3336,24143.22,Normal
5163,2026-01-02,East,DS22,TreatmentPlant,76879.81,71518.25,5361.56,64.0,P843,3,Moderate,6.65,1.19,4042,95371.74,Leakage
5164,2026-04-30,West,DS12,River,28713.84,26793.38,1920.46,55.5,P186,2,Good,7.82,1.66,526,6322.19,Normal
5165,2026-03-12,South,DS13,TreatmentPlant,119143.67,109064.64,10079.03,70.1,P965,0,Moderate,8.39,3.35,2826,45784.79,Maintenance
5166,2026-02-28,East,DS21,TreatmentPlant,44784.5,39088.01,5696.49,50.9,P102,0,Moderate,8.08,8.79,4402,50656.58,Normal
5167,2026-01-09,North,DS14,Groundwater,24261.41,17235.0,7026.41,30.0,P716,2,Good,6.91,4.73,1159,57540.38,Normal
5168,2026-03-23,South,DS8,River,190064.11,127553.04,62511.07,20.1,P737,0,Good,8.29,1.27,1860,21704.25,Normal
5169,2026-04-01,North,DS26,River,46168.33,41192.85,4975.48,47.5,P888,4,Good,7.45,5.93,1728,68227.42,Normal
5170,2026-02-08,West,DS20,TreatmentPlant,36961.37,31459.31,5502.06,52.9,P534,2,Excellent,7.19,6.36,3129,25637.55,Normal
5171,2026-01-27,West,DS29,TreatmentPlant,166684.46,154840.16,11844.3,22.3,P419,1,Excellent,7.2,1.05,1835,43019.18,Normal
5172,2026-03-10,Central,DS8,Groundwater,157589.62,115969.07,41620.55,48.3,P508,5,Moderate,7.39,5.52,3467,58313.57,Leakage
5173,2026-06-08,Central,DS1,TreatmentPlant,56885.49,49630.86,7254.63,20.2,P581,3,Poor,6.5,5.35,4429,58792.77,Normal
5174,2026-03-21,South,DS10,River,177262.32,134932.85,42329.47,53.7,P440,3,Poor,7.86,5.07,2552,83709.64,Normal
5175,2026-02-22,North,DS13,Reservoir,36388.18,32444.97,3943.21,36.1,P960,5,Moderate,6.94,7.84,726,68209.85,Leakage
5176,2026-02-15,North,DS4,Reservoir,44810.72,39565.18,5245.54,60.1,P129,3,Moderate,8.17,6.37,1238,81059.28,Maintenance
5177,2026-05-03,South,DS21,Groundwater,39962.76,34653.67,5309.09,43.8,P368,2,Moderate,8.09,4.08,1204,87372.61,Normal
5178,2026-01-19,Central,DS29,TreatmentPlant,159388.16,124621.89,34766.27,33.6,P460,2,Good,7.66,2.24,1849,35457.23,Normal
5179,2026-02-03,North,DS1,Groundwater,116410.72,84931.68,31479.04,70.1,P785,5,Excellent,6.92,9.53,2328,15630.16,Maintenance
5180,2026-04-03,South,DS28,TreatmentPlant,51831.83,42717.08,9114.75,39.5,P473,1,Poor,7.73,7.72,2207,18510.51,Normal
5181,2026-05-18,Central,DS8,Groundwater,181675.7,128236.86,53438.84,57.4,P814,2,Moderate,7.72,9.71,4849,17844.47,Normal
5182,2026-02-10,North,DS6,TreatmentPlant,24491.36,16975.46,7515.9,65.6,P334,0,Moderate,8.47,4.08,3960,58744.94,Normal
5183,2026-05-26,South,DS24,Groundwater,148777.62,138483.65,10293.97,75.6,P204,4,Excellent,7.88,8.43,1320,39326.43,Maintenance
5184,2026-01-22,West,DS8,Groundwater,129609.14,114652.33,14956.81,28.8,P833,2,Good,8.18,0.7,2613,69491.93,Normal
5185,2026-04-11,East,DS8,Groundwater,126845.46,90009.34,36836.12,54.8,P547,3,Poor,8.26,4.27,2080,74360.52,Normal
5186,2026-01-28,East,DS20,Reservoir,131244.68,121918.92,9325.76,56.0,P167,3,Poor,7.01,1.08,2800,21242.41,Leakage
5187,2026-06-16,Central,DS23,Groundwater,182697.09,138943.79,43753.3,45.5,P994,4,Moderate,7.88,6.3,1644,55415.93,Normal
5188,2026-01-12,North,DS1,Reservoir,197446.32,162760.6,34685.72,76.1,P890,4,Moderate,8.12,0.56,1140,76481.58,Normal
5189,2026-06-12,West,DS4,TreatmentPlant,146266.85,102891.45,43375.4,66.6,P532,1,Moderate,8.21,2.17,638,61043.67,Leakage
5190,2026-02-06,East,DS19,Reservoir,51488.99,41326.62,10162.37,78.6,P509,3,Good,8.49,7.22,3577,17212.17,Normal
5191,2026-04-30,Central,DS5,River,110851.99,79649.33,31202.66,54.5,P113,4,Moderate,7.07,1.17,1018,66342.75,Normal
5192,2026-06-22,West,DS3,TreatmentPlant,14890.76,12166.69,2724.07,27.1,P858,2,Excellent,6.6,4.3,2393,16040.24,Normal
5193,2026-01-01,East,DS21,Groundwater,21022.07,17432.05,3590.02,59.0,P295,1,Poor,8.5,0.23,1552,79300.56,Normal
5194,2026-05-17,East,DS18,Reservoir,104506.12,68750.74,35755.38,39.9,P993,1,Excellent,7.7,9.47,2055,78252.05,Normal
5195,2026-01-07,Central,DS6,River,185569.12,143346.93,42222.19,42.5,P249,1,Good,7.43,1.73,3771,70467.67,Normal
5196,2026-01-06,Central,DS6,TreatmentPlant,106379.33,103592.14,2787.19,44.9,P943,5,Moderate,6.76,2.35,4180,33257.24,Normal
5197,2026-04-29,South,DS13,Groundwater,116849.39,112067.94,4781.45,42.6,P376,4,Excellent,7.59,3.42,2896,12031.04,Normal
5198,2026-04-08,East,DS28,Groundwater,178848.07,174782.99,4065.08,38.1,P630,5,Good,7.34,3.87,1737,71012.16,Normal
5199,2026-01-03,West,DS18,TreatmentPlant,80542.87,72957.93,7584.94,47.0,P394,4,Moderate,7.35,7.31,2560,72350.93,Leakage
5200,2026-06-20,East,DS1,River,18357.74,14817.73,3540.01,55.5,P836,4,Excellent,8.47,7.41,2251,64811.3,Normal
5201,2026-01-01,South,DS4,River,128255.5,102348.64,25906.86,45.4,P706,0,Excellent,7.77,3.82,4829,24157.64,Maintenance
5202,2026-05-01,South,DS21,Groundwater,26309.56,19695.8,6613.76,59.1,P291,4,Good,8.04,9.27,4293,84883.91,Normal
5203,2026-02-16,East,DS18,TreatmentPlant,81614.63,57876.84,23737.79,20.0,P158,4,Poor,8.23,2.09,4914,74352.26,Normal
5204,2026-02-27,West,DS22,River,174965.38,122160.53,52804.85,54.3,P434,4,Moderate,7.95,2.14,2194,60834.58,Maintenance
5205,2026-02-07,West,DS19,River,151754.37,112632.5,39121.87,49.5,P749,0,Poor,7.87,7.58,1085,26013.59,Maintenance
5206,2026-04-02,Central,DS7,TreatmentPlant,48893.4,39364.61,9528.79,66.3,P549,5,Good,8.03,3.29,632,90200.34,Critical
5207,2026-04-05,South,DS9,Reservoir,136292.71,101244.05,35048.66,22.8,P269,1,Moderate,6.6,4.83,1912,44087.39,Normal
5208,2026-06-20,East,DS3,Groundwater,158652.32,136645.1,22007.22,35.1,P562,2,Good,7.97,9.36,2589,27998.9,Normal
5209,2026-02-24,Central,DS21,TreatmentPlant,121342.34,94410.91,26931.43,65.4,P889,0,Poor,6.83,8.9,3739,27865.87,Normal
5210,2026-06-09,South,DS5,TreatmentPlant,169226.51,150450.0,18776.51,43.7,P765,2,Moderate,7.99,2.0,4177,70101.22,Normal
5211,2026-01-18,Central,DS17,Reservoir,191346.02,165224.12,26121.9,67.9,P449,3,Poor,8.34,8.14,2241,37441.49,Normal
5212,2026-04-08,North,DS2,Groundwater,144128.7,120538.17,23590.53,29.0,P485,4,Poor,6.75,3.93,2538,14274.4,Maintenance
5213,2026-06-14,Central,DS14,Groundwater,167871.19,141049.16,26822.03,53.5,P368,2,Excellent,7.54,7.93,1695,29696.4,Critical
5214,2026-01-21,Central,DS10,Groundwater,126932.06,108844.0,18088.06,67.7,P353,4,Poor,7.47,6.68,1151,67048.88,Maintenance
5215,2026-02-22,East,DS4,Groundwater,103791.41,77122.03,26669.38,68.8,P499,3,Excellent,8.23,8.63,4267,54517.49,Leakage
5216,2026-03-18,East,DS6,TreatmentPlant,139046.41,117206.26,21840.15,73.1,P308,1,Poor,7.22,7.93,2592,40575.13,Normal
5217,2026-03-18,East,DS28,Groundwater,61964.02,40828.82,21135.2,25.8,P218,3,Moderate,6.56,8.61,1310,23313.38,Normal
5218,2026-06-17,Central,DS9,Groundwater,174505.72,121123.17,53382.55,33.3,P465,4,Good,7.21,6.61,3179,61972.94,Normal
5219,2026-03-01,West,DS21,Reservoir,116158.86,85428.96,30729.9,77.6,P390,3,Good,6.75,6.74,2907,43493.15,Normal
5220,2026-04-12,West,DS26,Groundwater,109964.84,99779.02,10185.82,21.2,P775,1,Poor,7.09,7.04,1249,2590.65,Normal
5221,2026-06-22,West,DS20,River,162069.13,116215.37,45853.76,55.2,P744,1,Excellent,8.46,6.06,654,14159.83,Normal
5222,2026-01-04,North,DS28,River,62961.41,41943.43,21017.98,62.4,P382,4,Poor,6.93,2.45,4030,44600.04,Maintenance
5223,2026-02-06,East,DS13,Groundwater,121402.91,103018.64,18384.27,30.0,P796,1,Moderate,8.39,3.23,3758,76282.15,Normal
5224,2026-06-11,West,DS26,TreatmentPlant,66485.9,48918.39,17567.51,60.7,P565,3,Good,7.59,8.21,3945,94660.62,Normal
5225,2026-02-08,East,DS14,River,114795.7,83289.04,31506.66,36.7,P571,5,Poor,7.37,3.2,4644,22258.48,Normal
5226,2026-06-14,West,DS16,Reservoir,98539.65,91122.01,7417.64,54.9,P378,2,Good,6.83,2.18,2527,52004.95,Normal
5227,2026-02-20,West,DS3,Reservoir,38706.99,33977.14,4729.85,67.6,P216,0,Poor,7.47,1.0,3734,24210.37,Normal
5228,2026-01-26,West,DS1,Groundwater,119007.31,93848.08,25159.23,77.5,P939,2,Poor,8.32,0.35,4775,63947.8,Normal
5229,2026-03-22,South,DS7,TreatmentPlant,15270.98,12676.57,2594.41,57.5,P102,5,Moderate,7.42,4.15,3026,81872.22,Normal
5230,2026-02-01,East,DS23,Groundwater,112293.67,79665.34,32628.33,67.2,P764,3,Poor,7.36,2.96,2144,28704.09,Normal
5231,2026-04-03,Central,DS8,TreatmentPlant,190708.26,172179.9,18528.36,40.7,P558,0,Excellent,7.96,0.72,3302,40141.67,Normal
5232,2026-02-28,East,DS9,Groundwater,25838.61,16900.03,8938.58,31.8,P861,1,Good,7.51,6.51,1201,90570.24,Normal
5233,2026-04-02,East,DS2,TreatmentPlant,187591.3,133356.55,54234.75,67.2,P768,1,Excellent,7.95,1.23,1916,25033.39,Normal
5234,2026-02-04,Central,DS13,Reservoir,84814.92,58810.86,26004.06,54.6,P944,0,Poor,7.43,8.73,4724,61002.69,Maintenance
